region,date,author,link,title,tags,summary,segment,research_type
EU,2021-11-15,"Jolene Tan-Davidovic, Hannah Weiser",https://docs.google.com/presentation/d/1BO9iFTIadNml4ORZpaUCNVWhYcbbIV-HZuiJZ2sKLyo/edit#slide=id.ge7fcbd0335_0_0,French IBAN Migration MVP 1.0 Concept Test,"concept test, france, french iban, qualitative, mvp","We conducted a moderated user interview focussed on concept testing of the MVP. We tested our MVP on a high-level where we focussed on the user flow and the expected friction points. Since this is a first draft of the user flow, we did not focus on the small details. ",Product,User Research
EU,2021-08-20,Jolene Tan-Davidovic,https://docs.google.com/presentation/d/1Eqd4pMxhJ7kxsIRBS7WYm3UQ78GhD0crp8UwFkgQ68Y/edit#slide=id.ge7fcbd0335_0_0,French IBAN Migration Customer Research,"concept test, survey, customers, mixed-methods, qualitative, quantitative, france, french iban",We conducted a customer survey and concept test to meet the following research goals: Goal 1: Understand customer impact in order to decide on an acceptable delay between the launch of FR IBAN to new customers and the availability of FR IBAN to existing customers. Goal 2: Gain insights on how to deliver a good migration UX to avoid MAU loss.,Product,User Research
EU,2021-11-12,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/1j99NKNeSo2fzsbVVU9cS01K08b2To_gAtpYmnwQsjVQ/edit#slide=id.g96089a0a55_0_0,Spaces use cases,"Spaces, interviewing, Spaces users, moderated, use cases, value, Shared Spaces, qualitative","We conducted interviews with current N26 Spaces users in order to capture how our users currently use Spaces, the value users get from Spaces, and information that could be missing from the Spaces creation flow. It is important to note that this study was a follow-up study on previous research that had been done around Spaces, highlighting the importance of communicating clear use cases during the Spaces onboarding to our users.",Product > Engagement,User Research
EU,2021-09-01,"Sara Calls, Emilie Guillon",https://docs.google.com/presentation/d/1B7-5_Fr8JeH3Z07KBarUwl1iCw4l971mAyTqQqgMK4s/edit#slide=id.gf2af5f8e59_0_0,What do we know about Crypto?,"crypto, market, users, trends, target audience, exploration, desirability, behaviour, user journey, interviews",Overlook of the crypto market and main users. Exploration of N26 Crypto desirabiliity with N26 users by understanding the crypto user journey and the N26 product opportunities.,Product > Investments,User Research
EU,2021-12-01,Emilie Guillon,https://docs.google.com/presentation/d/1_WrxBqSWfYIp9Z_E2V4OOUoRMQGi8toYxnviI6gpjYM/edit#slide=id.gf8f06cb1ea_0_0,Crypto Coin screen & Portfolio + Stories testing,"crypto, coin, portfolio, stories, mvp, exploration, concept test, qualitative",The goal of this research is to continue to provide insights for the Crypto MVP decisions. What is relevant in order to understand the investment’s performance? What are the important components of the coin details screen for decision making? BONUS: How are the stories perceived (format & content)?,Product > Investments,User Research
EU,2022-01-01,Emilie Guillon,https://docs.google.com/presentation/d/1FcZc25fCmy3HyrxmK9e3t9pzakpnCun6xyQBfixga5E/edit#slide=id.gf8f06cb1ea_0_0,Crypto Signup testing,"crypto, signup, tax ID, risks, mvp, usability test, qualitative",Provides insights on the Crypto Signup experience to assess the potential risks and areas of improvement for MVP. What are the questions raised from users during Signup? What are users' general impressions of the process?,Product > Investments,User Research
EU,2021-11-15,Emilie Guillon,https://docs.google.com/presentation/d/1l4tcsORl-rvgx5OH0v2psM7Ao76Dc3YUNijKUtvcwiE/edit#slide=id.gf8f06cb1ea_0_0,Crypto Early experience testing,"crypto, discovery, Spaces tab, empty state, portfolio, buy crypto, mvp, interviews, concept test, qualitative","Understand whether or not the early experience of N26 Crypto is Clear, Easy and Safe from a UX point of view. Can users easily find the entry point and what are their first impressions? Do users understand the difference and relation between the two balances in Spaces? What do users expect to see in their portfolio?  How do users understand their balance and portfolio evolution? Do users understand all the terms used? Does it feel safe?",Product > Investments,User Research
EU,2022-02-22,Stephan Schulz,https://docs.google.com/presentation/d/1yESNMFNVUHEV4zMPiUapBCYgl7zg_2B72VY3QUDgFcw/edit#slide=id.gd10fb78906_0_0,EU Core Market Premium Deep Dive,"premium, France, Spain, Germany, Italy, Austria, upgrade, Smart, You, Metal, premium acquisition","A study of differentiating factors between premium and standard customers across 5 key EU markets (Germany, Austria, France, Italy, Spain). Study done in September 2021. The objective of the study - enabling N26 to boost premium customer growth.",Growth,Growth Insights
EU,2022-02-22,Xenia Shitova,https://docs.google.com/presentation/d/1Mh6oDEZM6h2aWkGSQv2YxpnaGeOnts2Xo7aFgZq94b8/edit#slide=id.g109b7ff459d_0_3,Never active customers survey - France,"survey, NPS, onboarding, FT MAU, KYCC, never active, acquisition, card, virtual card, onboarding journey, exploratory, customer feedback, France, engagement","A survey of customers who went through KYCC successfully, but never became FT MAUs, and never did their first transaction with N26. This is results of the survey for France. Key issue highlighted in the survey was expecting to receive a physical card when customer has in fact only ordered a virtual one. The survey was done in November 2021.",Growth,Growth Insights
EU,2022-02-22,"Oliver Heyn, Federico d'Insecco ",https://docs.google.com/presentation/d/14ECL7mGAc7650IAYiLFt8hy_NXEP82zF4tXuZPX5D_E/edit#slide=id.gcfe154d100_0_820,EU Never active customers survey - results ,"survey, NPS, onboarding, FT MAU, KYCC, never active, acquisition, card, virtual card, onboarding journey, exploratory, customer feedback, Stripe, top-up, Italy, engagement","A survey of customers who went through KYCC successfully, but never became FT MAUs, and never did their first transaction with N26. This is results of the survey for EU markets. The survey was done in November 2021.The issues highlighted in the survey are: not understanding the different between virtual and physical card, not being able to log in, lack of education in using the account, and expensive top-up. ",Growth,Growth Insights
EU,2022-02-22,Oliver Heyn,https://docs.google.com/presentation/d/1Uz8L-fFu-3tdGj0fH5DM7ET1FCQzXs9ePzvzrRsnSCQ/edit#slide=id.gf730e1c29c_0_528,Stripe top-up pricing optimization and customer engagement,"onboarding, Stripe, top-up, retention, transfer, reactivation, SEPA, spending, merchant, cluster, age, Italy, EU markets, engagement ","A study of Stripe and other top-up methods such as Cash26, SEPA and SEPA instant transfer, Moneybeam applied to retention of customer base. The study was done in Q4 2021 to Q1 2022. ",Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1i1_SYnolxT0kpyf3q-toco8vC7uFSJNLUOE6Z87Sd_A/edit#slide=id.gc3669e97e6_0_0,Italy profitability by age group ,"profitability, age, user cluster, Italy, LTV, life-time value, account expenditure, treasury, balance, membership, top-up, CS, Italy ","A study of client profitability and behavior across age group, and potential initiatives to be targeted at different age group customers. Done in Q3 to Q4 2021, for the Italian market. ",Growth,Growth Insights
EU,2022-02-22,Xenia Shitova,https://docs.google.com/presentation/d/1txh593K8j2z2M59IFPJF3rBj8KekkI_U5K5tdY_sVAQ/edit#slide=id.g1081e047e72_0_410,Lapsers on the French market,"lapsing, lapser, onboarding, early lapsing, mature lapsing, user segmentation, card, virtual card, retention, onboarding journey, France, behavioral churn, engagement","A study on patterns amongst lapsing users on the French market. Lapsing users are users who stop to use the account for 35 days or more. The findings include identifying 3 main lapser categories; early lapsing in the beginnin go onboarding journey, scarce but regular use lapsers, and those who used to be very active, but then stopped using the account. The study was done in Q4 2021 for French market.",Growth,Growth Insights
EU,2022-02-22,Xenia Shitova,https://docs.google.com/presentation/d/1J-rwKEX4-1DGLB2B7kt0tVhl4u0TY2_ate5NMrws23o/edit#slide=id.g1042f5289b1_0_4,Customer spending deep dive  - France,"spending, merchant, category, spending pattern, top merchants, customer behavior, lapsing, lapser, France","A study of what French customers spend money on the most, and which merchants are the most popular in France in every category (groceries, subscriptions, retail, banks, etc). The information is also crossed with lapsing status when user stops using the account, with a conclusion that crypto users and user of other financial institutions are more prone to lapsing behavior. ",Growth,Growth Insights
EU,2022-02-22,Nathanael Schmit,https://docs.google.com/presentation/d/1oXWO99XDuu7BrJ5MRCUUX-pDQLvMieDc3KjiAp1-Awg/edit#slide=id.gfd69bbe354_0_0,N26 external ratings - France,"Trustpilot, Google Play, Money Vox, client reviews, customer feedback, external ratings, App store, competitive analysis, France, social media","An overview of ratings customers give N26 in France, and topics most often mentioned in customer reviews. Overview is across different platforms. ",Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1GBLf4jy-7aGbdZMnl1cdKV83WyHVE8C6MJrXtX0e3f0/edit#slide=id.gf5e4082982_2_0,N26 Cashless competition - Italy ,"cashless, cash, payments, card,  spending, Italy ",A study of N26 positioning in Italian market following a state initiative targeted at boosting cashless spending by bank customers in Italy. ,Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1yUrg5VyX_aBean9py8S2bzb2liy6RN2k52-96LiRT44/edit#slide=id.gb92ed4ab74_0_4,IBAN funnel deep dive - Italy ,"funnel, onboarding, KPIs, Italy, acquisition",A deep dive on the acquisition funnel on the Italian market. ,Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1bezIBtTI_--rHHJ2N8N13HrUarpXb6aSOZJvXJpCxO8/edit#slide=id.ga95f39a1ee_0_42,Voice of the consumer - Italy ,"external ratings, TrustPilot, App store, Google Play store, reviews, Italy, social media ","A study of ratings N26 customers give the app, and issues they mention, for the Italian market. The study was done in Q1 of 2021. ",Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1cVut5WC8HLHTwFoxK1o0OGh0aNGtWccmrgWeGKAn7-s/edit#slide=id.gc3669e97e6_0_0,N26 market share analysis - Italy ,"competition, market share, website, website traffic, Italy, app download","A study of N26 market share on the Italian market, and of website traffic indicators. The study was done in Q2 to Q3 of 2021. ",Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1KfMttCgp9IbUPv0SAzomQhQmfvsSgjkFTykGo4Kl-oU/edit#slide=id.gdb87f2e781_0_241,Italy NPS survey responses,"NPS, survey, user responses, Italy",An NPS survey results fot the Italian market. The NPS survey was done in H1 of 2021. ,Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/1g5AgJKW01imi2qXe-FWzi7fE8UgK0iRsY1TO-HvuPqs/edit#slide=id.gcd1e10103d_0_357,Product adaptation of N26 for Italian market,"competition, market positioning, Italy, competitor analysis, virtual card","A study of N26 product positioning on the Italian market, compared to its key competitors in the banking space. The study was done in H1 of 2021. ",Growth,Growth Insights
EU,2022-02-22,Oliver Heyn ,https://docs.google.com/presentation/d/14JAwhOcSSWpog7Rq2f3_L6LQTmV8oruB6mH5obuzzTI/edit#slide=id.gf633ea4c98_0_0,Onboarding journey and first 35 days engagement in Italy,"onboarding, Italy, spending",A review of onboarding journey in Italy. ,Growth,Growth Insights
EU,2022-02-21,Erika Brouwer,https://docs.google.com/presentation/d/1V7BTPkeXt1qWD0RUyvsikSim255i-dHym8eSA_AiNpU/edit#slide=id.g6bbe322f9a_0_2,Chatbot Availability as Time or Queue,"chatbot, test","A test to determine which condition best keeps users informed of their status, while waiting for live chat to take over from the chatbot.",Product > Assistance,User Research
EU,2022-02-22,Helene Sohier,https://docs.google.com/presentation/d/1S3Q0L11nFs9YJ8Kl_JSM_v_NzeZ8xbn8cA1b3MGC3oM/edit#slide=id.gecaae513f3_0_67,Conversion deep dive - French market,"acquisition, funnel, onboarding, KYCC, FT MAU, France, Italy, Ferrari project ","A deep dive into the customer onboarding funnel in France, and the reasons behind step-to-step conversion metrics worsening in 2021. The study was done in September 2021. ",Growth,Growth Insights
EU,2022-02-23,Jon Mayor,https://docs.google.com/presentation/d/1ZRxzg2IkkkwoEkiw0T17Hwxy4cZJxIGz1jRLHB8qL48/edit,NC Analysis,"Net contribution, PAU vs non PAU, Demographics, PnL",This dashboard summarizes some of the key inshights for the Net Contribution for the different markets as well as some key insights from the PnL,Growth,Growth Insights
EU,2022-02-23,Jon Mayor,https://docs.google.com/presentation/d/1Q8q0cgwxacMP_XT-x0M1-j05JebBkA4DaXMcbkW47Qk/edit#slide=id.gb60692573c_0_0,ES SC Optimization Project V1,"Support center, Optimization, Spain, Customer Support",Support center optimization project V1 with the objective of reducing the number of CS contacts,Growth,Growth Insights
EU,2022-02-23,Jon Mayor,https://docs.google.com/presentation/d/1-4vnvX8SxYez_Bg4HuB8DDJFrFKrgukEIDllC-IQOvI/edit#slide=id.g10727ed7f11_0_316,Salary Account workstream,"Feedback, Target solution, Tactical initiatives",S&O feddback for the Product team in regards to a target solution for Salary Account,Growth,Growth Insights
EU,2022-02-23,Alejandro Pérez,https://docs.google.com/presentation/d/1wzeqZTDiIzOp5Zj06XD3hIQdscZZKmoz-Vei_63NEyc/edit#slide=id.gf79849f464_0_100,ATM Optimization Project,"ATM, Costs, NC, CASH26, Spain",Project to optimize ATM costs within the existing PnL. The project was done for the Spanish market.,Growth,Growth Insights
EU,2022-02-25,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/17y5paV-jeh3Y_ztJih392V1y0DMl9N9eFlSzoJ9pqZE/edit#slide=id.g10f9759a206_0_575,Testing Spaces onboarding,"Spaces, Onboarding, Spotlight, Type selection screen","Following on past research around Spaces, this study wanted to investigate how accurately participants are able understand how to use Spaces after going through the current Spaces onboarding. Key findings revealed that although participants were able to understand and felt confident on using a Space, they did not have a very clear idea on a goal or use case for their Space. ",Product > Engagement,User Research
EU,2022-04-27,Xenia Shitova,https://docs.google.com/presentation/d/1ZUgnCnoDKrS8PYuA2tRap8ly2m4h4Rva4mdyEuxviQw/edit#slide=id.g12094e984b7_0_50,Lapsers insights 2022,"Lapsers, France, Italy, Germany, Spain, account usage, lapser behavior, user behavior, product offering. mature users, retention, survey, user research","A survey with 2600+ responses of user lapsing behavior and reasons across 4 core European markets: France, Italy, Germany and Spain. The lapsers are clients who have not used N26 for 35 days or more. The document dives in lapser demography, likeliness to return to the app, lapsing reasons and key differences across markets. Lapser with more than 10 transactions (""mature"" lapsers) are targeted for this initiative. ",Growth,Growth Insights
EU,2022-04-27,Oliver Heyn ,https://docs.google.com/presentation/d/1MilhHOtrzorMm9ZZjgocRmuolKVbjQytelZPvFZ4Gog/edit#slide=id.ge41bf02981_0_0,Activation strategy - onboarding journey in Italy ,"Onboarding, Italy, survey, KYC, CS, Customer Support, blog, lapsers, MAUs, signup, retention ","A study of onboarding journey problems in Italy and a proposal for modifying and adjusting the onboarding process for new customers, in order for the customers to become MAUs more quickly and efficiently. ",Growth,Growth Insights
EU,2022-04-27,Oliver Heyn ,https://docs.google.com/presentation/d/12YKoH21ybuHs3t8UYJM-7fmiCSarQU7JPfsvaauXQ6Q/edit#slide=id.ge41bf02981_0_0,Lapser clusterization - Italy ,"Italy, user clustering, lapsers, retention ",A study of correlation between user clusters and user behavior on the Italian market. ,Growth,Growth Insights
EU,2022-04-27,Oliver Heyn ,https://docs.google.com/presentation/d/1l1Q2zHf2d_T5znzRxffx7kbVXDqXDlB4NLwpN4Mjxsc/edit#slide=id.gdb87f2e781_0_35,Customer interviews Q1 2022 - Italy,"Italy, interview, customer satisfaction, lapsing, user research","Customer interviews done in Q1 2022 in Italy, to identify problems with their N26 experience. ",Growth,Growth Insights
EU,2022-04-27,Xenia Shitova,https://docs.google.com/presentation/d/1aTUEWcnUWwd9otMZ_8qMq9swWuSbzo-CqQdVeWooWQQ/edit#slide=id.g127c65f1982_0_0,Lapsers survey France - payout incident ,"France, lapsing, NPS, reasons for lapsing, behavioral churn, onboarding, payout incident, trust, reputation, brand, brand image, media, PR, churn ","A survey done as a follow-up on payout incident lapsing in France. Payout incident was media bad buzz because of money repayments after account closures, in late 2021 - early 2022. Lapsers (clients who have stopped using N26) have been asked why did they stop and whether they'd come back to N26 in the future. ",Growth,Growth Insights
EU,2022-06-17,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/1Octlz8BYg1GQPA59-txw9L1h6UHmLpfC6ASGn1iTV7c/edit#slide=id.g96089a0a55_0_0,Multi Activity Feed v1 research,"Multi, activity, feed, tag, tags, unmoderated, transactions, Home, Tab","Unmoderated testing conducted to investigate the all activity vs main account activity. The study wanted to investigate how participants understand the two different activity feeds, as well as how they understand transactions and their tags being shown.",Product > Engagement,User Research
EU,2022-06-17,Dionysios Georgios Papadimitriou,https://docs.google.com/document/d/1x34eYioC-6s5BD-Xkj7TZfP67DDjAZ5h5JEZPXdieBc/edit,Kids accounts ,"Children, kid, kids, interviews, Multiplayer, parents, Parents, finances, MPB","This study was conducted to support the MPB initiative, and specifically the kids account initiative. As next steps from the MPB workshop (took place on 23/5/22), the research team conducted seven interviews with N26 colleagues who have children. The goal of this research was to perform initial exploration on how parents handle financial topics with their children, inform the second part of the MPB workshop (13/6/22), and also provide additional information for designers on needs, fears, and thoughts for the kids account initiative.",Product > Engagement,User Research
EU,2022-07-25,Erika Brouwer,https://docs.google.com/presentation/d/1FHnasf1zdO80szXHMTKTwMLo6e6lj_iq8LTXbOAn9x8/edit#slide=id.g117c52b9432_0_689,Guide to Friction: Desk Research,"desk research, friction, unhappy path","This desk research was done, as part of the internal initiative around friction and how to map it. This report looks at what friction is and what types of friction exist, how to measure and score friction, as well as industry examples.",Product > Assistance,User Research
EU,2022-07-25,Erika Brouwer,https://docs.google.com/presentation/d/1FcIZh5kF0ETjnH4Dd6weBSV4bS-9F1m0AXM-hy3B7rw/edit#slide=id.g6bbe322f9a_0_2,N26 CS Specialist Profiles for Level 1 and Level 2,"shadowing, interview, profile, co-creation, collaboration, CS specialist, CS",This report outlines the research process and insights that resulted in these CS profiles: https://number26-jira.atlassian.net/wiki/spaces/ProdTech/pages/2835939411/CS+Profiles,Product > Assistance,User Research
EU,2022-10-06,Mariana Amat,https://docs.google.com/presentation/d/1piFOeRb_x5OU_2vFX8ceZPVsfHzQdERzsYJTUYgP968/edit#slide=id.gff71bc5759_0_775,Smart Free trial experience,"Smart free trial, interview, smart journey, joint accounts, value, education, ","This report aims to show the main insights of customers who were currently using a Smart Free Trial (representing the 4% of customers who redeem the trial). The focus was to learn from the people who were at that moment experiencing Smart. Main insights: The 2 main behaviours were related to people who evaluate Smart during the trial and people who were not evaluating it. The participants who were somehow dissapointed about the trial mentioned the lack of: joint accounts, giro card, credit card, a student fee. Besides lack of education was a topic (features usage). Same as with previous discoveries (Value affordance), there is no excitement after upgrading to Smart as no ‘big’ differences are found on the app. SFT customers associated N26 with pragmatic aspects of the product (functional, usable and reliable), but not with the hedonic aspects (joyful, pleasurable, emotional).",Product > Memberships,User Research
EU,2022-08-04,Mariana Amat,https://docs.google.com/presentation/d/1O8seOz1BnEH4J825hpf2u2pgm38Wa85JEuLlou2Jv5c/edit#slide=id.g117c52b9432_0_689,Comparing plans,"compare, plans page, desktop, mobile, responsive, sign-up",This project aims to understand how might we help customers to pick the right tier for them when looking at the compare plans page. Quick highlights: Comparing plans on desktop seems to be faster. Metal was the tier with more doubts raised when comparing and understanding the tier's value.,Product > Memberships,User Research
EU,2022-07-28,"Mariana Amat, Emilie Guillon",https://docs.google.com/presentation/d/1DLp7QHhB39HoOK5irqQZ74ZE3fCiKQH2hmxowoPnn-4/edit#slide=id.g117c52b9432_0_689,Cashback for crypto,"cashback, crypto, metal, redeem cashback, cryptocurrencies, evaluative, test, usability",This report aims to evaluate the usability and concepts of the non-top up buy flow when redeeming cashback for crypto. ,Product > Memberships,User Research
EU,2022-06-20,Mariana Amat,https://docs.google.com/presentation/d/1Z72_aSdZI_q-XeTJRCCK1j8BnVDfqRPjGVT1fTqBatM/edit#slide=id.g117c52b9432_0_689,Getting to know our metal customers,"Metal, travel, control of finances, insurances, TnC, partner discounts, perks, cashback, cryptocurrencies, interview","This project aims to provide knowledge about metal customers' context, behaviours and decision making process when choosing premium. Besides, it aims to explore what perception, mental models and emotions do metal customers have around cashback and cashback with cryptocurrencies. Metal findings: Metal customers jobs are mainly related to finding peace of mind while travelling, controlling their finances and saving money. Although all the interviewees were overall satisfied with Metal, some shared frictions with N26 regarding: Getting a new card number when upgrading, problems making N26 as a main account and lack of clarity with insurances TnC. The interviewees who are using other banks too, referred to have N26 as “fun” or for daily spendings, withdrawals and transfers. The other accounts mainly keep recurring bills and investments. Travel and leisure were the main topics related to desired perks to get on their metal plan. Cashback findings: As a mental model, customers were explaining they would get cash because ‘money in my account is cashback’. Also, the name reminds them of other cashback programs they have. There is a need to communicate how a benefit like cashback is possible to be used, so they identify how to make it ‘actionable’. ",Product > Memberships,User Research
EU,2022-05-15,Mariana Amat,https://docs.google.com/presentation/d/1SCm9bAcVd_wFFL6BdrOqJmhYRBCf9HdjyAmNr8PgzAg/edit#slide=id.g6bbe322f9a_0_2,Value Affordance: understanding how premium customers perceive value,"Premium, value, tiers, affordance, interview, clarity, Ease of use, Financial health empowerment, Status-quo, Tailored membership, Trust","The goals of this project are: Understand the main reasons when leaving (or staying) premium during their first months of subscription. Understand the decision making processes during the journey: before upgrade, during the premium experience and after churning. Identify needs, emotions and other factors influencing their decisions. Customer stories were found related to: Clarity, Ease of use, Financial health empowerment, Status-quo need, Tailored membership, Trust & security",Product > Memberships,User Research
EU,2022-10-19,Ludovic Abraham,https://docs.google.com/presentation/d/1RsPcS-bzQvSS8wi8jlNwCIBS3tp0pm9D_2u7twVHglc/edit#slide=id.g103ccff5da5_0_46,France social media report for H2 2021,"social media, instagram, facebook, twitter, France, customer reviews, social campaign","A social media campaigns and activities report prepared on a regular basis by Social team on the French market. It includes key metrics, key campaigns, analysis of impact, what worked and what didn't. ",Growth,Growth Insights
EU,2022-10-19,Ludovic Abraham,https://docs.google.com/presentation/d/1c5ndbQGSjqpNVzsVZZzZX3FM1uYpQAeLtWScL1skge4/edit#slide=id.g11efb476e1c_0_0,France social media report for Q1 2022,"social media, instagram, facebook, twitter, France, customer reviews, social campaign","A social media campaigns and activities report prepared on a regular basis by Social team on the French market. It includes key metrics, key campaigns, analysis of impact, what worked and what didn't. ",Growth,Growth Insights
EU,2022-10-19,Ludovic Abraham,https://docs.google.com/presentation/d/12TWCcVProAgwM9nBUgdt9QVlwSWcBHN7MHkf0vdIf58/edit#slide=id.g11efb476e1c_0_0,France social media report for Q2 2022,"social media, instagram, facebook, twitter, France, customer reviews, social campaign","A social media campaigns and activities report prepared on a regular basis by Social team on the French market. It includes key metrics, key campaigns, analysis of impact, what worked and what didn't. ",Growth,Growth Insights
EU,2022-10-19,Ludovic Abraham,https://docs.google.com/presentation/d/1DNHhAKMQRF1z1SrFUrREu223P5f-yRua0OklQYB-aBM/edit#slide=id.g11efb476e1c_0_0,France social media report for Q3 2022,"social media, instagram, facebook, twitter, France, customer reviews, social campaign","A social media campaigns and activities report prepared on a regular basis by Social team on the French market. It includes key metrics, key campaigns, analysis of impact, what worked and what didn't. ",Growth,Growth Insights
EU,2022-10-19,Xenia Shitova,https://docs.google.com/presentation/d/1skZCoRJDlGqs5ARZ_1JXucx5TQ5OBQiPDjDFxwLqO-0/edit#slide=id.g142eb33f764_0_0,Premium clients going directly into dunning - early onboarding journey ,"dunning, premium, metal, smart, you, early onboarding, onboarding, churn, lapse, France","A study done by S&O team on the French market on the problem of premium clients being charged right after onboarding, going directly into dunning and then into churn. More information on communications received by those clients, time of the account closure and next steps implemented to find a solution. ",Growth,Growth Insights
EU,2022-10-07,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/1fgKf_q-6_MPkABZAh0ObeIMyyArEbGx3Vr4CiQgSNsE/edit#slide=id.g96089a0a55_0_0,Cards for kids KYC & discussion with parents,"Kids, Cards for Kids, Kid account, Spaces, KYC, Cards, Parents, Engagement","This study was conducted to test our ideas around the KYC process for the Cards for Kids initiative. The main goal of this study was to investigate whether parents had any friction throughought the KYC experience, and get additional information on questions that the Cards and Spaces team had. Key findings were that uploading a selfie to verify the identity of the parent and child made parents skeptical, as they were unsure why we are asking for this information (we do not share this with them). Additionally, there are two distinct use cases when it comes to parents being informed about transactions of their kids (the ones who want to have all information, and the ones who feel uncomfortable with knowing everything their child does).  Seven parents were invited to participate and experience the KYC, and afterwards a discussion to follow-up on prototype and non prototype related topics followed. ",Product > Engagement,User Research
EU,2022-10-20,"Helene Sohier, Jan Dominguez",https://docs.google.com/presentation/d/1OaYKzEfehrnXCGb0BLZRA5fVAzMWo4Ne8eUrXlpv6CM/edit#slide=id.g16f6139270c_0_0,Premium only in France and Italy in H1 2022 - insights ,"France, premium, Italy, churn, FT MAU, retention, growth cap, premium-only, signup, KYC, cost, price, membership",This is a study of the effects of premium only period (a period where only premium signups were allowed) in France and Italy. ,Growth,Growth Insights
EU,2022-12-12,Erika Brouwer,https://docs.google.com/presentation/d/1UYB1W11dOoK6zp-o0T07ski3ioflwtRs1yAt_0ED3Sc/edit#slide=id.g6bbe322f9a_0_2,Chatbot User Experience,"chatbot, user testing, usability, interview, UX","This study aims to achieve a clear understanding of how users feel about and interact with the Neon bot, and how this affects its role within the N26 support ecosystem.",Product > Assistance,User Research
EU,2022-12-30,Mariana Amat,https://docs.google.com/document/d/1v_DvNWH7vmj2azVJKjXzhVIcr1wI6MM-kVrGWV-0hjo/edit#heading=h.6zbl9hug7fyx,Smart Free Trial - Quick Wins,"sft, smart, trial, card, reminder, fees, trust, transparency, memberships","This document aims to visualise the 3 main opportunities gathered from the research study of Direct sign-up to Smart, with potential N26 customers. The opportunities found are related to: optional smart card, overall fees and charges, and the reminders as a positive element to bring trust and transparency to our product.",Product > Memberships,User Research
EU,2022-12-30,Mariana Amat,https://docs.google.com/document/d/17ZwX13lsDNEISO4oCMlVx8FbaQzb2SEC32NmvM2RU7s/edit#,"Direct sign-up to Smart","sign-up, smart, standard, trial, premium","The goal of this user research was to mitigate risks by: 1. understanding how potential new customers of N26 could perceive a direct sign-up to Smart (though they previously made the decision to go with Standard). 2. Spotting any frictions and opportunities for improvement when offering direct Smart as mandatory, being the only possible option when signing-up. Uncover the frictions related to this dark pattern.",Product > Memberships,User Research
EU,2022-02-10,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/14-BXoF44qdjgE8-tXe31XUoyyMzAcTGGk4AzJAXWuyU/edit#slide=id.g205aa2f2e93_0_0,Competitor KYC,"Kid, kids, kid's accounts, kids accounts, KYC, parents, competitor, competitors, Spaces, interviews","The goal of this research was to investigate KYC's of competitors when it comes to opening an account for a child in Germany, in order to provide additional information regarding KYC. At the same time, the research kept investigating parent mental models around opening a kids account, how they use them today, and their needs. Typical documents reported for KYC were often proof of IDs for parents, Tax IDs (for parents and kid), and birth certificates. Additionally, the topics of Education, financial overview, and lack of investments options for kids account were prominent themes reported by parents.",Product > Engagement,User Research
EU,2022-02-10,Dionysios Georgios Papadimitriou,https://docs.google.com/presentation/d/1gH3vVCUVfyCaQI5o_duiGj2yti7KRsM1vhZyJr5pb3Q/edit#slide=id.g96089a0a55_0_0,Multiplayer banking survey,"Joint Accounts, joint accounts, joint, kids accounts, parents, kid's, kid's accounts, travelling, travelling habbits, spending habbits, spending, splitting expenses, split, travel","The goal of this study was to look into different user groups of n26 (e.g., parents with kids, partners, flatmates) and investigate themes around usage of joint accounts, interest in JA features, interest in kid's accoutns features, and to investigate splitting expenses and travelling habbits.",Product > Engagement,User Research
